"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77389,96.2,percent,95.2,97.2,23075,,21956,24194,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77389,96.1,percent,95.1,97.1,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77389,95.1,percent,93.8,96.4,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77389,95.1,percent,93.8,96.4,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77389,94.2,percent,92.8,95.6,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77389,92.8,percent,90.6,95.0,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77389,91.7,percent,89.3,94.1,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77389,92.1,percent,89.6,94.6,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77389,91.9,percent,89.6,94.2,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77396,83.7,percent,81.1,86.3,31489,,29802,33176,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77396,83.2,percent,80.6,85.8,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77396,83.5,percent,80.9,86.1,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77396,82.8,percent,80.4,85.2,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77396,82.4,percent,79.5,85.3,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77396,81.8,percent,79.4,84.2,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77396,80.4,percent,78.0,82.8,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77396,78.6,percent,76.4,80.8,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77396,77.6,percent,75.1,80.1,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77401,97.0,percent,96.0,98.0,13279,,12944,13614,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77401,97.7,percent,96.8,98.6,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77401,97.3,percent,96.4,98.2,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77401,98.2,percent,97.6,98.8,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77401,97.7,percent,96.8,98.6,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77401,97.9,percent,97.0,98.8,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77401,97.6,percent,96.4,98.8,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77401,97.8,percent,96.6,99.0,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77401,97.5,percent,96.2,98.8,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77429,95.4,percent,94.5,96.3,53666,,52100,55232,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77429,95.8,percent,95.0,96.6,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77429,95.0,percent,94.0,96.0,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77429,95.0,percent,93.8,96.2,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77429,95.1,percent,94.0,96.2,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77429,94.6,percent,93.5,95.7,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77429,94.3,percent,93.2,95.4,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77429,94.4,percent,93.5,95.3,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77429,94.6,percent,93.7,95.5,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77433,93.4,percent,92.2,94.6,50969,,49485,52453,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77433,92.4,percent,90.9,93.9,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77433,91.7,percent,90.2,93.2,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77433,92.3,percent,90.8,93.8,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77433,91.8,percent,90.2,93.4,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77433,91.4,percent,89.3,93.5,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77433,91.3,percent,89.4,93.2,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77433,91.5,percent,89.7,93.3,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77433,91.4,percent,89.8,93.0,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77447,84.8,percent,82.1,87.5,8373,,7744,9002,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77447,82.6,percent,78.9,86.3,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77447,81.7,percent,77.2,86.2,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77447,80.2,percent,76.1,84.3,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77447,79.3,percent,73.2,85.4,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77447,80.5,percent,74.1,86.9,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77447,81.8,percent,76.4,87.2,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77447,83.1,percent,79.6,86.6,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77447,85.3,percent,82.6,88.0,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77449,86.0,percent,84.3,87.7,66274,,63877,68671,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77449,85.6,percent,83.8,87.4,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77449,84.3,percent,82.3,86.3,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77449,85.6,percent,83.6,87.6,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77449,84.9,percent,82.8,87.0,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77449,84.2,percent,82.1,86.3,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77449,84.1,percent,82.4,85.8,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77449,83.4,percent,81.6,85.2,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77449,82.6,percent,80.8,84.4,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77450,95.0,percent,93.2,96.8,45518,,44276,46760,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77450,94.4,percent,93.0,95.8,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77450,94.3,percent,92.8,95.8,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77450,94.0,percent,92.1,95.9,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77450,93.7,percent,91.9,95.5,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77450,95.3,percent,94.5,96.1,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77450,95.4,percent,94.6,96.2,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77450,94.8,percent,93.9,95.7,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77450,95.1,percent,94.3,95.9,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77493,89.1,percent,86.2,92.0,20823,,19750,21896,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77493,89.5,percent,87.0,92.0,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77493,87.1,percent,84.0,90.2,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77493,85.3,percent,82.0,88.6,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77493,85.3,percent,82.1,88.5,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77493,87.0,percent,83.6,90.4,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77493,85.7,percent,82.8,88.6,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77493,86.7,percent,83.7,89.7,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77493,84.6,percent,81.8,87.4,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77502,62.1,percent,59.0,65.2,13544,,12697,14391,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77502,61.8,percent,58.9,64.7,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77502,61.5,percent,58.9,64.1,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77502,62.3,percent,59.9,64.7,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77502,63.4,percent,60.4,66.4,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77502,64.8,percent,62.3,67.3,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77502,64.6,percent,62.1,67.1,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77502,62.9,percent,59.8,66.0,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77502,62.3,percent,59.5,65.1,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77503,76.2,percent,72.9,79.5,11085,,10383,11787,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77503,74.5,percent,71.1,77.9,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77503,72.0,percent,68.6,75.4,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77503,72.2,percent,68.9,75.5,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77503,70.6,percent,66.6,74.6,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77503,69.9,percent,66.1,73.7,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77503,68.1,percent,64.6,71.6,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77503,70.7,percent,67.4,74.0,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77503,69.0,percent,65.4,72.6,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77504,79.7,percent,76.9,82.5,12175,,11357,12993,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77504,80.2,percent,77.5,82.9,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77504,77.3,percent,74.3,80.3,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77504,77.6,percent,74.5,80.7,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77504,77.3,percent,74.1,80.5,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77504,75.5,percent,72.3,78.7,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77504,75.8,percent,72.3,79.3,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77504,76.3,percent,72.9,79.7,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77504,77.3,percent,74.0,80.6,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77505,88.3,percent,86.1,90.5,13494,,12821,14167,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77505,90.0,percent,87.8,92.2,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77505,90.8,percent,88.8,92.8,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77505,89.2,percent,86.7,91.7,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77505,89.0,percent,86.3,91.7,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77505,88.4,percent,85.9,90.9,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77505,86.8,percent,84.5,89.1,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77505,85.6,percent,82.9,88.3,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77505,86.4,percent,83.8,89.0,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a High School Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have completed at least a high school degree or the equivalent.","Zip Code",77506,56.4,percent,53.6,59.2,12269,,11489,13049,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
