"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77336,18.7,percent,15.3,22.1,1542,,1250,1834,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77336,15.9,percent,12.9,18.9,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77336,16.0,percent,13.0,19.0,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77336,16.4,percent,13.1,19.7,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77336,19.9,percent,16.2,23.6,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77336,19.3,percent,15.6,23.0,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77336,19.9,percent,16.2,23.6,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77336,18.9,percent,15.0,22.8,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77336,17.4,percent,14.1,20.7,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77338,16.8,percent,14.5,19.1,4508,,3853,5163,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77338,16.4,percent,13.9,18.9,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77338,16.6,percent,14.2,19.0,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77338,17.8,percent,15.4,20.2,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77338,19.5,percent,16.9,22.1,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77338,20.2,percent,17.5,22.9,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77338,19.4,percent,17.0,21.8,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77338,18.1,percent,15.4,20.8,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77338,17.3,percent,14.7,19.9,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77339,42.0,percent,39.4,44.6,11339,,10576,12102,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77339,41.4,percent,38.9,43.9,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77339,41.4,percent,38.9,43.9,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77339,41.0,percent,38.2,43.8,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77339,41.9,percent,39.1,44.7,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77339,40.5,percent,37.4,43.6,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77339,40.5,percent,37.5,43.5,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77339,41.5,percent,39.0,44.0,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77339,43.8,percent,41.3,46.3,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77345,62.8,percent,59.9,65.7,11465,,10954,11976,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77345,62.3,percent,59.9,64.7,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77345,62.9,percent,60.2,65.6,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77345,62.0,percent,58.9,65.1,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77345,62.2,percent,59.3,65.1,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77345,61.6,percent,58.8,64.4,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77345,58.2,percent,55.2,61.2,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77345,58.7,percent,55.6,61.8,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77345,57.3,percent,54.5,60.1,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77346,40.6,percent,37.9,43.3,17021,,15881,18161,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77346,40.6,percent,38.4,42.8,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77346,40.2,percent,37.8,42.6,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77346,39.4,percent,37.2,41.6,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77346,36.8,percent,34.3,39.3,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77346,35.8,percent,33.1,38.5,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77346,35.7,percent,32.9,38.5,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77346,35.5,percent,33.3,37.7,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77346,34.2,percent,32.1,36.3,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77373,24.3,percent,21.9,26.7,9792,,8738,10846,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77373,24.2,percent,21.9,26.5,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77373,23.5,percent,21.3,25.7,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77373,23.0,percent,21.0,25.0,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77373,21.4,percent,19.8,23.0,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77373,21.8,percent,19.8,23.8,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77373,20.0,percent,17.8,22.2,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77373,19.3,percent,17.5,21.1,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77373,20.8,percent,18.7,22.9,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77375,34.9,percent,32.2,37.6,12166,,11091,13241,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77375,33.4,percent,30.7,36.1,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77375,30.8,percent,28.2,33.4,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77375,31.1,percent,28.0,34.2,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77375,29.4,percent,25.9,32.9,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77375,27.3,percent,24.4,30.2,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77375,26.9,percent,24.3,29.5,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77375,26.3,percent,23.5,29.1,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77375,24.7,percent,22.4,27.0,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77377,44.4,percent,41.3,47.5,10942,,9978,11906,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77377,42.9,percent,39.8,46.0,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77377,42.0,percent,38.5,45.5,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77377,42.8,percent,39.4,46.2,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77377,42.6,percent,39.3,45.9,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77377,42.1,percent,38.7,45.5,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77377,39.6,percent,36.2,43.0,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77377,40.2,percent,37.2,43.2,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77377,38.5,percent,35.7,41.3,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77379,47.2,percent,45.1,49.3,25622,,24479,26765,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77379,48.0,percent,46.0,50.0,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77379,47.8,percent,45.9,49.7,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77379,47.3,percent,45.4,49.2,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77379,47.0,percent,45.3,48.7,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77379,47.9,percent,45.9,49.9,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77379,46.7,percent,44.7,48.7,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77379,47.7,percent,45.5,49.9,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77379,48.1,percent,46.2,50.0,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77388,37.4,percent,34.6,40.2,12206,,11267,13145,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77388,38.4,percent,35.9,40.9,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77388,35.7,percent,33.2,38.2,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77388,36.5,percent,34.1,38.9,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77388,35.9,percent,32.8,39.0,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77388,35.7,percent,33.5,37.9,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77388,34.2,percent,31.7,36.7,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77388,35.0,percent,32.7,37.3,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77388,33.7,percent,31.0,36.4,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77389,54.8,percent,51.7,57.9,13149,,12155,14143,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77389,55.4,percent,52.9,57.9,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77389,54.2,percent,50.9,57.5,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77389,54.4,percent,51.8,57.0,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77389,48.8,percent,45.7,51.9,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77389,45.3,percent,42.1,48.5,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77389,41.4,percent,37.5,45.3,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77389,39.7,percent,36.1,43.3,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77389,38.3,percent,35.0,41.6,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77396,27.2,percent,23.8,30.6,10242,,9127,11357,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77396,25.2,percent,22.8,27.6,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77396,25.1,percent,22.8,27.4,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77396,23.8,percent,21.7,25.9,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77396,25.0,percent,21.8,28.2,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77396,23.7,percent,21.1,26.3,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77396,24.7,percent,22.4,27.0,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77396,23.5,percent,21.1,25.9,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77396,22.6,percent,20.1,25.1,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77401,79.4,percent,76.6,82.2,10879,,10507,11251,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77401,80.5,percent,77.9,83.1,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77401,79.3,percent,76.5,82.1,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77401,78.1,percent,75.5,80.7,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77401,77.8,percent,74.7,80.9,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77401,76.8,percent,74.3,79.3,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77401,76.1,percent,73.1,79.1,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77401,77.2,percent,74.3,80.1,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
